SAEMP25N Total full-time and part-time employment by NAICS industry 1/,,,,
SAEMP25N Total full-time and part-time employment by NAICS industry 1/,,,,
State or DC,,,,
GeoFips,GeoName,LineCode,Description,2020
1000,Alabama,90,    Private nonfarm employment,2223316
1000,Alabama,100,"      Forestry, fishing, and related activities",15982
1000,Alabama,101,        Forestry and logging,6908
1000,Alabama,102,"        Fishing, hunting and trapping",1587
1000,Alabama,103,        Support activities for agriculture and forestry,7487
1000,Alabama,200,"      Mining, quarrying, and oil and gas extraction",8739
1000,Alabama,201,        Oil and gas extraction,1957
1000,Alabama,202,        Mining (except oil and gas),5618
1000,Alabama,203,        Support activities for mining,1164
1000,Alabama,300,      Utilities,13509
1000,Alabama,400,      Construction,157497
1000,Alabama,401,        Construction of buildings,36664
1000,Alabama,402,        Heavy and civil engineering construction,19924
1000,Alabama,403,        Specialty trade contractors,100909
1000,Alabama,500,      Manufacturing,269248
1000,Alabama,510,        Durable goods manufacturing,174922
1000,Alabama,511,          Wood product manufacturing,18327
1000,Alabama,512,          Nonmetallic mineral product manufacturing,7517
1000,Alabama,513,          Primary metal manufacturing,16995
1000,Alabama,514,          Fabricated metal product manufacturing,27035
1000,Alabama,515,          Machinery manufacturing,10420
1000,Alabama,516,          Computer and electronic product manufacturing,8349
1000,Alabama,517,"          Electrical equipment, appliance, and component manufacturing",6034
1000,Alabama,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",40545
1000,Alabama,519,          Other transportation equipment manufacturing,20970
1000,Alabama,521,          Furniture and related product manufacturing,10037
1000,Alabama,522,          Miscellaneous manufacturing,8693
1000,Alabama,530,        Nondurable goods manufacturing,94326
1000,Alabama,531,          Food manufacturing,33455
1000,Alabama,532,          Beverage and tobacco product manufacturing,2462
1000,Alabama,533,          Textile mills,4963
1000,Alabama,534,          Textile product mills,3623
1000,Alabama,535,          Apparel manufacturing,3271
1000,Alabama,536,          Leather and allied product manufacturing,161
1000,Alabama,537,          Paper manufacturing,11276
1000,Alabama,538,          Printing and related support activities,4310
1000,Alabama,539,          Petroleum and coal products manufacturing,2322
1000,Alabama,541,          Chemical manufacturing,11467
1000,Alabama,542,          Plastics and rubber products manufacturing,17016
1000,Alabama,600,      Wholesale trade,80840
1000,Alabama,700,      Retail trade,279556
1000,Alabama,701,        Motor vehicle and parts dealers,36485
1000,Alabama,702,        Furniture and home furnishings stores,7448
1000,Alabama,703,        Electronics and appliance stores,6034
1000,Alabama,704,        Building material and garden equipment and supplies dealers,23453
1000,Alabama,705,        Food and beverage stores,35869
1000,Alabama,706,        Health and personal care stores,18878
1000,Alabama,707,        Gasoline stations,20131
1000,Alabama,708,        Clothing and clothing accessories stores,17940
1000,Alabama,709,"        Sporting goods, hobby, musical instrument, and book stores",10139
1000,Alabama,711,        General merchandise stores,59249
1000,Alabama,712,        Miscellaneous store retailers,23229
1000,Alabama,713,        Nonstore retailers,20701
1000,Alabama,800,      Transportation and warehousing,98407
1000,Alabama,801,        Air transportation,1230
1000,Alabama,802,        Rail transportation,2696
1000,Alabama,803,        Water transportation,550
1000,Alabama,804,        Truck transportation,39052
1000,Alabama,805,        Transit and ground passenger transportation,7289
1000,Alabama,806,        Pipeline transportation,618
1000,Alabama,807,        Scenic and sightseeing transportation,215
1000,Alabama,808,        Support activities for transportation,9998
1000,Alabama,809,        Couriers and messengers,21545
1000,Alabama,811,        Warehousing and storage,15214
1000,Alabama,900,      Information,25564
1000,Alabama,901,        Publishing industries (except Internet),6599
1000,Alabama,902,        Motion picture and sound recording industries,1746
1000,Alabama,903,        Broadcasting (except Internet),3786
1000,Alabama,904,Internet publishing and broadcasting 3/,
1000,Alabama,905,        Telecommunications,9652
1000,Alabama,906,"        Data processing, hosting, and related services",2993
1000,Alabama,907,Other information services 3/,788
1000,Alabama,1000,      Finance and insurance,120357
1000,Alabama,1001,        Monetary Authorities-central bank,
1000,Alabama,1002,        Credit intermediation and related activities,42583
1000,Alabama,1003,"        Securities, commodity contracts, and other financial investments and related activities",32081
1000,Alabama,1004,        Insurance carriers and related activities,41690
1000,Alabama,1005,"        Funds, trusts, and other financial vehicles",
1000,Alabama,1100,      Real estate and rental and leasing,118461
1000,Alabama,1101,        Real estate,109364
1000,Alabama,1102,        Rental and leasing services,8927
1000,Alabama,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),170
1000,Alabama,1200,"      Professional, scientific, and technical services",158952
1000,Alabama,1300,      Management of companies and enterprises,19567
1000,Alabama,1400,      Administrative and support and waste management and remediation services,180248
1000,Alabama,1401,        Administrative and support services,174117
1000,Alabama,1402,        Waste management and remediation services,6131
1000,Alabama,1500,      Educational services,37462
1000,Alabama,1600,      Health care and social assistance,251816
1000,Alabama,1601,        Ambulatory health care services,118886
1000,Alabama,1602,        Hospitals,52258
1000,Alabama,1603,        Nursing and residential care facilities,43388
1000,Alabama,1604,        Social assistance,37284
1000,Alabama,1700,"      Arts, entertainment, and recreation",37611
1000,Alabama,1701,"        Performing arts, spectator sports, and related industries",17623
1000,Alabama,1702,"        Museums, historical sites, and similar institutions",1182
1000,Alabama,1703,"        Amusement, gambling, and recreation industries",18806
1000,Alabama,1800,      Accommodation and food services,179356
1000,Alabama,1801,        Accommodation,17371
1000,Alabama,1802,        Food services and drinking places,161985
1000,Alabama,1900,      Other services (except government and government enterprises),170144
1000,Alabama,1901,        Repair and maintenance,36767
1000,Alabama,1902,        Personal and laundry services,63074
1000,Alabama,1903,"        Religious, grantmaking, civic, professional, and similar organizations",57978
1000,Alabama,1904,        Private households,12325
1000,Alabama,2000,    Government and government enterprises,406756
1000,Alabama,2001,      Federal civilian,55961
1000,Alabama,2002,      Military,28575
1000,Alabama,2010,      State and local,322220
1000,Alabama,2011,        State government,111438
1000,Alabama,2012,        Local government,210782
2000,Alaska,,Employment by place of work,
2000,Alaska,10,Total employment (number of jobs),430824
2000,Alaska,,By type,
2000,Alaska,20,  Wage and salary employment,331865
2000,Alaska,40,  Proprietors employment,98959
2000,Alaska,50,    Farm proprietors employment,918
2000,Alaska,60,Nonfarm proprietors employment 2/,98041
2000,Alaska,,By industry,
2000,Alaska,70,  Farm employment,1412
2000,Alaska,80,  Nonfarm employment,429412
2000,Alaska,90,    Private nonfarm employment,328522
2000,Alaska,100,"      Forestry, fishing, and related activities",
2000,Alaska,101,        Forestry and logging,413
2000,Alaska,102,"        Fishing, hunting and trapping",9445
2000,Alaska,103,        Support activities for agriculture and forestry,
2000,Alaska,200,"      Mining, quarrying, and oil and gas extraction",13697
2000,Alaska,201,        Oil and gas extraction,3586
2000,Alaska,202,        Mining (except oil and gas),5228
2000,Alaska,203,        Support activities for mining,4883
2000,Alaska,300,      Utilities,2467
2000,Alaska,400,      Construction,23285
2000,Alaska,401,        Construction of buildings,6740
2000,Alaska,402,        Heavy and civil engineering construction,4547
2000,Alaska,403,        Specialty trade contractors,11998
2000,Alaska,500,      Manufacturing,
2000,Alaska,510,        Durable goods manufacturing,
2000,Alaska,511,          Wood product manufacturing,473
2000,Alaska,512,          Nonmetallic mineral product manufacturing,362
2000,Alaska,513,          Primary metal manufacturing,40
2000,Alaska,514,          Fabricated metal product manufacturing,639
2000,Alaska,515,          Machinery manufacturing,128
2000,Alaska,516,          Computer and electronic product manufacturing,159
2000,Alaska,517,"          Electrical equipment, appliance, and component manufacturing",
2000,Alaska,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",
2000,Alaska,519,          Other transportation equipment manufacturing,
2000,Alaska,521,          Furniture and related product manufacturing,
2000,Alaska,522,          Miscellaneous manufacturing,647
2000,Alaska,530,        Nondurable goods manufacturing,10955
2000,Alaska,531,          Food manufacturing,8954
2000,Alaska,532,          Beverage and tobacco product manufacturing,556
2000,Alaska,533,          Textile mills,
2000,Alaska,534,          Textile product mills,116
2000,Alaska,535,          Apparel manufacturing,229
2000,Alaska,536,          Leather and allied product manufacturing,107
2000,Alaska,537,          Paper manufacturing,
2000,Alaska,538,          Printing and related support activities,329
2000,Alaska,539,          Petroleum and coal products manufacturing,354
2000,Alaska,541,          Chemical manufacturing,157
2000,Alaska,542,          Plastics and rubber products manufacturing,
2000,Alaska,600,      Wholesale trade,7072
2000,Alaska,700,      Retail trade,41886
2000,Alaska,701,        Motor vehicle and parts dealers,4212
2000,Alaska,702,        Furniture and home furnishings stores,765
2000,Alaska,703,        Electronics and appliance stores,569
2000,Alaska,704,        Building material and garden equipment and supplies dealers,3853
2000,Alaska,705,        Food and beverage stores,5775
2000,Alaska,706,        Health and personal care stores,1258
2000,Alaska,707,        Gasoline stations,1714
2000,Alaska,708,        Clothing and clothing accessories stores,1695
2000,Alaska,709,"        Sporting goods, hobby, musical instrument, and book stores",2430
2000,Alaska,711,        General merchandise stores,10189
2000,Alaska,712,        Miscellaneous store retailers,4628
2000,Alaska,713,        Nonstore retailers,4798
2000,Alaska,800,      Transportation and warehousing,24037
2000,Alaska,801,        Air transportation,5437
2000,Alaska,802,        Rail transportation,1
2000,Alaska,803,        Water transportation,1226
2000,Alaska,804,        Truck transportation,3175
2000,Alaska,805,        Transit and ground passenger transportation,3553
2000,Alaska,806,        Pipeline transportation,
2000,Alaska,807,        Scenic and sightseeing transportation,1079
2000,Alaska,808,        Support activities for transportation,2719
2000,Alaska,809,        Couriers and messengers,
2000,Alaska,811,        Warehousing and storage,692
2000,Alaska,900,      Information,5956
2000,Alaska,901,        Publishing industries (except Internet),710
2000,Alaska,902,        Motion picture and sound recording industries,403
2000,Alaska,903,        Broadcasting (except Internet),704
2000,Alaska,904,Internet publishing and broadcasting 3/,
2000,Alaska,905,        Telecommunications,3787
2000,Alaska,906,"        Data processing, hosting, and related services",219
2000,Alaska,907,Other information services 3/,133
2000,Alaska,1000,      Finance and insurance,11771
2000,Alaska,1001,        Monetary Authorities-central bank,0
2000,Alaska,1002,        Credit intermediation and related activities,4594
2000,Alaska,1003,"        Securities, commodity contracts, and other financial investments and related activities",
2000,Alaska,1004,        Insurance carriers and related activities,2500
2000,Alaska,1005,"        Funds, trusts, and other financial vehicles",
2000,Alaska,1100,      Real estate and rental and leasing,17033
2000,Alaska,1101,        Real estate,14298
2000,Alaska,1102,        Rental and leasing services,
2000,Alaska,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),
2000,Alaska,1200,"      Professional, scientific, and technical services",22381
2000,Alaska,1300,      Management of companies and enterprises,3435
2000,Alaska,1400,      Administrative and support and waste management and remediation services,16105
2000,Alaska,1401,        Administrative and support services,14416
2000,Alaska,1402,        Waste management and remediation services,1689
2000,Alaska,1500,      Educational services,4922
2000,Alaska,1600,      Health care and social assistance,52252
2000,Alaska,1601,        Ambulatory health care services,24526
2000,Alaska,1602,        Hospitals,12925
2000,Alaska,1603,        Nursing and residential care facilities,4306
2000,Alaska,1604,        Social assistance,10495
2000,Alaska,1700,"      Arts, entertainment, and recreation",8852
2000,Alaska,1701,"        Performing arts, spectator sports, and related industries",4632
2000,Alaska,1702,"        Museums, historical sites, and similar institutions",285
2000,Alaska,1703,"        Amusement, gambling, and recreation industries",3935
2000,Alaska,1800,      Accommodation and food services,28850
2000,Alaska,1801,        Accommodation,8899
2000,Alaska,1802,        Food services and drinking places,19951
2000,Alaska,1900,      Other services (except government and government enterprises),19689
2000,Alaska,1901,        Repair and maintenance,4872
2000,Alaska,1902,        Personal and laundry services,5717
2000,Alaska,1903,"        Religious, grantmaking, civic, professional, and similar organizations",7505
2000,Alaska,1904,        Private households,1595
2000,Alaska,2000,    Government and government enterprises,100890
2000,Alaska,2001,      Federal civilian,15438
2000,Alaska,2002,      Military,26561
2000,Alaska,2010,      State and local,58891
2000,Alaska,2011,        State government,22625
2000,Alaska,2012,        Local government,36266
4000,Arizona,,Employment by place of work,
4000,Arizona,10,Total employment (number of jobs),3920036
4000,Arizona,,By type,
4000,Arizona,20,  Wage and salary employment,2967819
4000,Arizona,40,  Proprietors employment,952217
4000,Arizona,50,    Farm proprietors employment,17845
4000,Arizona,60,Nonfarm proprietors employment 2/,934372
4000,Arizona,,By industry,
4000,Arizona,70,  Farm employment,30310
4000,Arizona,80,  Nonfarm employment,3889726
4000,Arizona,90,    Private nonfarm employment,3437543
4000,Arizona,100,"      Forestry, fishing, and related activities",14624
4000,Arizona,101,        Forestry and logging,358
4000,Arizona,102,"        Fishing, hunting and trapping",782
4000,Arizona,103,        Support activities for agriculture and forestry,13484
4000,Arizona,200,"      Mining, quarrying, and oil and gas extraction",18519
4000,Arizona,201,        Oil and gas extraction,4391
4000,Arizona,202,        Mining (except oil and gas),13009
4000,Arizona,203,        Support activities for mining,1119
4000,Arizona,300,      Utilities,12743
4000,Arizona,400,      Construction,244946
4000,Arizona,401,        Construction of buildings,50535
4000,Arizona,402,        Heavy and civil engineering construction,23190
4000,Arizona,403,        Specialty trade contractors,171221
4000,Arizona,500,      Manufacturing,191561
4000,Arizona,510,        Durable goods manufacturing,144246
4000,Arizona,511,          Wood product manufacturing,5337
4000,Arizona,512,          Nonmetallic mineral product manufacturing,8114
4000,Arizona,513,          Primary metal manufacturing,3926
4000,Arizona,514,          Fabricated metal product manufacturing,22928
4000,Arizona,515,          Machinery manufacturing,8456
4000,Arizona,516,          Computer and electronic product manufacturing,34626
4000,Arizona,517,"          Electrical equipment, appliance, and component manufacturing",3497
4000,Arizona,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",3641
4000,Arizona,519,          Other transportation equipment manufacturing,31439
4000,Arizona,521,          Furniture and related product manufacturing,6866
4000,Arizona,522,          Miscellaneous manufacturing,15416
4000,Arizona,530,        Nondurable goods manufacturing,47315
4000,Arizona,531,          Food manufacturing,14654
4000,Arizona,532,          Beverage and tobacco product manufacturing,5241
4000,Arizona,533,          Textile mills,263
4000,Arizona,534,          Textile product mills,1046
4000,Arizona,535,          Apparel manufacturing,1347
4000,Arizona,536,          Leather and allied product manufacturing,407
4000,Arizona,537,          Paper manufacturing,2457
4000,Arizona,538,          Printing and related support activities,6873
4000,Arizona,539,          Petroleum and coal products manufacturing,293
4000,Arizona,541,          Chemical manufacturing,8718
4000,Arizona,542,          Plastics and rubber products manufacturing,6016
4000,Arizona,600,      Wholesale trade,111657
4000,Arizona,700,      Retail trade,392965
4000,Arizona,701,        Motor vehicle and parts dealers,52617
4000,Arizona,702,        Furniture and home furnishings stores,10591
4000,Arizona,703,        Electronics and appliance stores,10139
4000,Arizona,704,        Building material and garden equipment and supplies dealers,30359
4000,Arizona,705,        Food and beverage stores,64464
4000,Arizona,706,        Health and personal care stores,23186
4000,Arizona,707,        Gasoline stations,17849
4000,Arizona,708,        Clothing and clothing accessories stores,19748
4000,Arizona,709,"        Sporting goods, hobby, musical instrument, and book stores",12926
4000,Arizona,711,        General merchandise stores,64719
4000,Arizona,712,        Miscellaneous store retailers,35589
4000,Arizona,713,        Nonstore retailers,50778
4000,Arizona,800,      Transportation and warehousing,203827
4000,Arizona,801,        Air transportation,13987
4000,Arizona,802,        Rail transportation,
4000,Arizona,803,        Water transportation,60
4000,Arizona,804,        Truck transportation,36391
4000,Arizona,805,        Transit and ground passenger transportation,40840
4000,Arizona,806,        Pipeline transportation,526
4000,Arizona,807,        Scenic and sightseeing transportation,835
4000,Arizona,808,        Support activities for transportation,15402
4000,Arizona,809,        Couriers and messengers,
4000,Arizona,811,        Warehousing and storage,39668
4000,Arizona,900,      Information,57227
4000,Arizona,901,        Publishing industries (except Internet),13399
4000,Arizona,902,        Motion picture and sound recording industries,5147
4000,Arizona,903,        Broadcasting (except Internet),4497
4000,Arizona,904,Internet publishing and broadcasting 3/,
4000,Arizona,905,        Telecommunications,18496
4000,Arizona,906,"        Data processing, hosting, and related services",11893
4000,Arizona,907,Other information services 3/,3795
4000,Arizona,1000,      Finance and insurance,279780
4000,Arizona,1001,        Monetary Authorities-central bank,82
4000,Arizona,1002,        Credit intermediation and related activities,97391
4000,Arizona,1003,"        Securities, commodity contracts, and other financial investments and related activities",80953
4000,Arizona,1004,        Insurance carriers and related activities,88169
4000,Arizona,1005,"        Funds, trusts, and other financial vehicles",13185
4000,Arizona,1100,      Real estate and rental and leasing,228281
4000,Arizona,1101,        Real estate,209916
4000,Arizona,1102,        Rental and leasing services,17769
4000,Arizona,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),596
4000,Arizona,1200,"      Professional, scientific, and technical services",260112
4000,Arizona,1300,      Management of companies and enterprises,42258
4000,Arizona,1400,      Administrative and support and waste management and remediation services,308238
4000,Arizona,1401,        Administrative and support services,300806
4000,Arizona,1402,        Waste management and remediation services,7432
4000,Arizona,1500,      Educational services,80763
4000,Arizona,1600,      Health care and social assistance,451053
4000,Arizona,1601,        Ambulatory health care services,210711
4000,Arizona,1602,        Hospitals,100948
4000,Arizona,1603,        Nursing and residential care facilities,62131
4000,Arizona,1604,        Social assistance,77263
4000,Arizona,1700,"      Arts, entertainment, and recreation",75527
4000,Arizona,1701,"        Performing arts, spectator sports, and related industries",42852
4000,Arizona,1702,"        Museums, historical sites, and similar institutions",2530
4000,Arizona,1703,"        Amusement, gambling, and recreation industries",30145
4000,Arizona,1800,      Accommodation and food services,266680
4000,Arizona,1801,        Accommodation,38646
4000,Arizona,1802,        Food services and drinking places,228034
4000,Arizona,1900,      Other services (except government and government enterprises),196782
4000,Arizona,1901,        Repair and maintenance,49719
4000,Arizona,1902,        Personal and laundry services,78771
4000,Arizona,1903,"        Religious, grantmaking, civic, professional, and similar organizations",43414
4000,Arizona,1904,        Private households,24878
4000,Arizona,2000,    Government and government enterprises,452183
4000,Arizona,2001,      Federal civilian,58974
4000,Arizona,2002,      Military,35715
4000,Arizona,2010,      State and local,357494
4000,Arizona,2011,        State government,95516
4000,Arizona,2012,        Local government,261978
5000,Arkansas,,Employment by place of work,
5000,Arkansas,10,Total employment (number of jobs),1640442
5000,Arkansas,,By type,
5000,Arkansas,20,  Wage and salary employment,1260663
5000,Arkansas,40,  Proprietors employment,379779
5000,Arkansas,50,    Farm proprietors employment,38163
5000,Arkansas,60,Nonfarm proprietors employment 2/,341616
5000,Arkansas,,By industry,
5000,Arkansas,70,  Farm employment,55092
5000,Arkansas,80,  Nonfarm employment,1585350
5000,Arkansas,90,    Private nonfarm employment,1363263
5000,Arkansas,100,"      Forestry, fishing, and related activities",14464
5000,Arkansas,101,        Forestry and logging,4278
5000,Arkansas,102,"        Fishing, hunting and trapping",879
5000,Arkansas,103,        Support activities for agriculture and forestry,9307
5000,Arkansas,200,"      Mining, quarrying, and oil and gas extraction",9304
5000,Arkansas,201,        Oil and gas extraction,5368
5000,Arkansas,202,        Mining (except oil and gas),2424
5000,Arkansas,203,        Support activities for mining,1512
5000,Arkansas,300,      Utilities,8260
5000,Arkansas,400,      Construction,97511
5000,Arkansas,401,        Construction of buildings,20857
5000,Arkansas,402,        Heavy and civil engineering construction,10834
5000,Arkansas,403,        Specialty trade contractors,65820
5000,Arkansas,500,      Manufacturing,160488
5000,Arkansas,510,        Durable goods manufacturing,75756
5000,Arkansas,511,          Wood product manufacturing,9924
5000,Arkansas,512,          Nonmetallic mineral product manufacturing,3878
5000,Arkansas,513,          Primary metal manufacturing,7690
5000,Arkansas,514,          Fabricated metal product manufacturing,14648
5000,Arkansas,515,          Machinery manufacturing,11580
5000,Arkansas,516,          Computer and electronic product manufacturing,1841
5000,Arkansas,517,"          Electrical equipment, appliance, and component manufacturing",4261
5000,Arkansas,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",
5000,Arkansas,519,          Other transportation equipment manufacturing,
5000,Arkansas,521,          Furniture and related product manufacturing,3551
5000,Arkansas,522,          Miscellaneous manufacturing,4148
5000,Arkansas,530,        Nondurable goods manufacturing,84732
5000,Arkansas,531,          Food manufacturing,50040
5000,Arkansas,532,          Beverage and tobacco product manufacturing,1540
5000,Arkansas,533,          Textile mills,167
5000,Arkansas,534,          Textile product mills,831
5000,Arkansas,535,          Apparel manufacturing,931
5000,Arkansas,536,          Leather and allied product manufacturing,1058
5000,Arkansas,537,          Paper manufacturing,8979
5000,Arkansas,538,          Printing and related support activities,3645
5000,Arkansas,539,          Petroleum and coal products manufacturing,1183
5000,Arkansas,541,          Chemical manufacturing,6064
5000,Arkansas,542,          Plastics and rubber products manufacturing,10294
5000,Arkansas,600,      Wholesale trade,50670
5000,Arkansas,700,      Retail trade,167575
5000,Arkansas,701,        Motor vehicle and parts dealers,21841
5000,Arkansas,702,        Furniture and home furnishings stores,3792
5000,Arkansas,703,        Electronics and appliance stores,3192
5000,Arkansas,704,        Building material and garden equipment and supplies dealers,13094
5000,Arkansas,705,        Food and beverage stores,21799
5000,Arkansas,706,        Health and personal care stores,10112
5000,Arkansas,707,        Gasoline stations,13021
5000,Arkansas,708,        Clothing and clothing accessories stores,8144
5000,Arkansas,709,"        Sporting goods, hobby, musical instrument, and book stores",5673
5000,Arkansas,711,        General merchandise stores,38694
5000,Arkansas,712,        Miscellaneous store retailers,14682
5000,Arkansas,713,        Nonstore retailers,13531
5000,Arkansas,800,      Transportation and warehousing,76591
5000,Arkansas,801,        Air transportation,1079
5000,Arkansas,802,        Rail transportation,2231
5000,Arkansas,803,        Water transportation,56
5000,Arkansas,804,        Truck transportation,40448
5000,Arkansas,805,        Transit and ground passenger transportation,4443
5000,Arkansas,806,        Pipeline transportation,399
5000,Arkansas,807,        Scenic and sightseeing transportation,58
5000,Arkansas,808,        Support activities for transportation,6357
5000,Arkansas,809,        Couriers and messengers,11799
5000,Arkansas,811,        Warehousing and storage,9721
5000,Arkansas,900,      Information,15116
5000,Arkansas,901,        Publishing industries (except Internet),3086
5000,Arkansas,902,        Motion picture and sound recording industries,1018
5000,Arkansas,903,        Broadcasting (except Internet),1851
5000,Arkansas,904,Internet publishing and broadcasting 3/,
5000,Arkansas,905,        Telecommunications,4860
